 1;600.01 ; 22941037.13 ; 0.00;600.00 ; 22150031.45 ; 0.00;600.01 ; 22936715.00 ; 0.00;600.01 ; 140027823667.60 ; 0.00;600.01 ; 23769137.10 ; 0.00;600.00 ; 23484774.99 ; 0.00;600.00 ; 23235440.85 ; 0.00;600.00 ; 24862583.30 ; 0.00;600.00 ; 24109274.21 ; 0.00;600.00 ; 24239611.47 ; 0.00
 3;600.01 ; 28150295.62 ; 0.00;600.00 ; 29569811.15 ; 0.00;600.01 ; 29573681.52 ; 0.00;600.01 ; 29524846.78 ; 0.00;600.00 ; 10028739628.31 ; 0.00;600.00 ; 30449143.22 ; 0.00;600.00 ; 10027170680.59 ; 0.00;600.00 ; 27325257.82 ; 0.00;600.00 ; 28169493.32 ; 0.00;600.00 ; 32026372.14 ; 0.00
 5;600.00 ; 10033695941.52 ; 0.00;600.00 ; 33137670.37 ; 0.00;600.01 ; 32379205.69 ; 0.00;600.00 ; 33064177.23 ; 0.00;600.00 ; 29631353.70 ; 0.00
 7;600.00 ; 8555171.40 ; 0.00;600.00 ; 8562852.92 ; 0.00;600.00 ; 8567517.01 ; 0.00;600.00 ; 8567517.01 ; 0.00;600.00 ; 8613859.42 ; 0.00;600.00 ; 8558784.80 ; 0.00;600.00 ; 8563448.89 ; 0.00;600.00 ; 8571130.41 ; 0.00;600.00 ; 8571130.41 ; 0.00;600.00 ; 8585213.59 ; 0.00
 8;600.00 ; 8809664.96 ; 0.00;600.00 ; 8818966.46 ; 0.00;600.00 ; 8816750.18 ; 0.00;600.00 ; 8809664.96 ; 0.00;600.00 ; 8810860.90 ; 0.00;600.00 ; 8810860.90 ; 0.00;600.00 ; 8877817.72 ; 0.00;600.00 ; 8809664.96 ; 0.00;600.00 ; 8860200.98 ; 0.00;600.00 ; 8813686.86 ; 0.00
27;600.02 ; 40033345400.32 ; 0.00;600.02 ; 140042553408.45 ; 0.00;600.02 ; 180037976040.86 ; 0.00;600.02 ; 160042961167.62 ; 0.00;600.02 ; 420055348765.27 ; 0.00;600.01 ; 28091748.73 ; 0.00;600.02 ; 230037580516.89 ; 0.00;600.00 ; 27000364.87 ; 0.00;600.01 ; 130036550851.68 ; 0.00;600.01 ; 10032349634.38 ; 0.00
 2;600.01 ; 10025354134.58 ; 0.00;600.00 ; 25200673.55 ; 0.00;600.01 ; 24469489.72 ; 0.00;600.01 ; 24192185.29 ; 0.00;600.01 ; 10025028990.60 ; 0.00
 9;600.00 ; 12130681.13 ; 0.00;600.00 ; 12543869.77 ; 0.00;600.00 ; 12246380.66 ; 0.00;600.00 ; 12383326.58 ; 0.00;600.00 ; 12720560.80 ; 0.00
26;600.01 ; 310020137287.50 ; 0.00;600.00 ; 340022264648.67 ; 0.00;600.01 ; 400026691698.70 ; 0.00;600.01 ; 360027507636.89 ; 0.00;600.01 ; 370025388106.74 ; 0.00
28;600.01 ; 320025973943.28 ; 0.00;600.00 ; 330024800268.95 ; 0.00;600.00 ; 320026064331.62 ; 0.00;600.02 ; 330025322918.53 ; 0.00;600.01 ; 310023686092.03 ; 0.00
29;600.01 ; 40038104903.40 ; 0.00;600.01 ; 20041639791.48 ; 0.00;600.00 ; 40029731525.77 ; 0.00;600.01 ; 90039073392.54 ; 0.00;600.01 ; 210039144128.66 ; 0.00
