1;1;1;1;3;3;3;3;5;5;5;5;7;7;7;7;8;8;8;8;27;27;27;27
600;70027087118.59;99.9722440258766;19436700.18;600;70033090210.55;99.9677124219394;22611988.67;600;240035582856.5;99.9902170824131;23482483.25;600;9348780.01;8.48890025384178;8555171.4;600;9123116.55;3.4667710125878;8806838.99;600.01;90037596647.85;99.9740530328665;23362025.61
600;50028036897.74;99.9611483832161;19436701.18;600;90028512271.59;99.9748835240087;22611989.67;600;40031799109.77;99.9413404224337;23482484.25;600;8598908.6;0.508625013178987;8555172.4;600;8859155.01;0.590519298295922;8806839.99;600.01;150036559752.9;99.9844291107124;23362026.61
600;60025409673.85;99.9676192094555;19436702.18;600;80032893824.89;99.9717466286806;22611990.67;600;130032834671.4;99.9819411110207;23482485.25;600;8958777.67;4.50512653474522;8555173.4;600;9339451.55;5.70280339427427;8806840.99;600.01;140034175037.96;99.9833169098874;23362027.61
600;20026627730.29;99.902945700885;19436703.18;600;130031016327.8;99.9826103092104;22611991.67;600;160036317655.44;99.9853267767004;23482486.25;600;8792296.45;2.69692965141091;8555174.4;600;9259563.89;4.88923566355997;8806841.99;600.01;310043296760.85;99.9924649141413;23362028.61
600;40028539353.14;99.9514428842668;19436704.18;600;150036551203.59;99.9849290106387;22611992.67;600;90032119986.53;99.9739176559949;23482487.25;600;8953389.96;4.44764007575964;8555175.4;600;8819918.29;0.148247405135526;8806842.99;600.01;260035123995.68;99.9910158176899;23362029.61
600;70024655639.91;99.9722430549606;19436705.18;600;70029345269.57;99.9677106881651;22611993.67;600;150029370895.86;99.9843480725742;23482488.25;600;9264857.23;7.65992192197008;8555176.4;600;8978458.79;1.91140599978182;8806843.99;600;60035753479.2;99.9610864705511;23362030.61
600;24048106.38;19.1757310414892;19436706.18;600;60031416882.15;99.9623330651775;22611994.67;600;80036949680.83;99.9706604395299;23482489.25;600;8959010.03;4.50755863256913;8555177.4;600;8822988.36;0.182969412871348;8806844.99;600;120032644150.07;99.9805369349518;23362031.61
600;24170195.72;19.583989285131;19436707.18;600;80031740228.31;99.9717462151822;22611995.67;600;120034177511.08;99.9804368299622;23482490.25;600;8759178.94;2.3289915801172;8555178.4;600;9129484.9;3.53403191454975;8806845.99;600.01;380036797369.7;99.9938526919573;23362032.61
600;40022975771.27;99.9514361243625;19436708.18;600;80031403576.64;99.9717460950834;22611996.67;600;70035898318.29;99.9664707788236;23482491.25;600;8639479.35;0.975752665002894;8555179.4;600;8859155.01;0.590440283988203;8806846.99;600;90040466371.18;99.97405385095;23362033.61
600;20025167326.53;99.9029385929063;19436709.18;600;20028810455.85;99.8871026428662;22611997.67;600;120034315257.39;99.9804368507458;23482492.25;600;8859829.08;3.43853901976177;8555180.4;600;9344225.62;5.75090598037165;8806847.99;600;130031936558.74;99.9820336178724;23362034.61
;;;;;;;;;;;;;;;;;;;;;;;
1;600.00;48027140154.72;99.95;600.00;26024203407.96;67.72;;;;;;;;;;;;;;;;;
3;600.00;104032412767.68;99.98;600.00;62030543282.50;99.95;;;;;;;;;;;;;;;;;
5;600.00;132033730855.93;99.97;600.00;108034142332.69;99.98;;;;;;;;;;;;;;;;;
7;600.00;8930430.54;4.13;600.00;8896470.93;3.78;;;;;;;;;;;;;;;;;
8;600.00;9080241.06;2.96;600.00;2.39;2.39;;;;;;;;;;;;;;;;;
27;600.00;190037350439.05;99.99;600.00;156035519585.78;99.98;;;;;;;;;;;;;;;;;
